date,leader,fish_of_day,coords_raw,UTM_zone,easting,northing,elevation,lat_dec_deg,long_dec_deg,detection,detection_specific,loc_main,loc_specific,loc_comments,radio_freq,radio_id,active,temp_C,signal_strength,gain,surface_temp_C,depth_m,habitat_desc,odfw_spawn_area,comments
7/13/2016,999,7,42 28.1154 N    121 57.4408 W::7/13/16 at 18:32:38 (UTC),10,5.86E+05,4.70E+06,1252.7 M,,,dead,dead,Williamson River,,Williamson River Williamson mouth,290,10,N,18.8,111,,,3.2,Open Water Clear,,
7/18/2016,999,6,42 28.0448 N    121 57.4361 W::7/18/16 at 18:35:41 (UTC),10T,5.86E+05,4.70E+06,1260.9 M,,,dead,dead,Williamson River,,Williamson River Mouth of williamson,290,10,Y,20.4,88,,18.2,2,Shoreline Substrate,,This INACT tag is in the same location but is now reading ACTIVE
7/25/2016,999,10,42 28.0799 N    121 57.4441 W::7/25/16 at 19:32:25 (UTC),10T,5.86E+05,4.70E+06,1253.9 M,,,dead,dead,Williamson River,,Williamson River Mouth of williamson,290,10,N,22,150,,22.9,1,Shoreline Substrate,,
8/2/2016,999,9,42 28.0613 N    121 57.5527 W::8/2/16 at 21:18:38 (UTC),10T,5.86E+05,4.70E+06,1259.8 M,,,dead,dead,Williamson River,,Williamson River Outside mouth of williamson past rel station,290,10,Y,24.4,200,,24.6,0.5,Shoreline Bull Rush,,Reading active again but should be inact
8/8/2016,999,6,,,,,,42.4634206,-121.9595797,dead,dead,,,in flight williamson mouth,290,10,N,18,189,,,,,,temp varied widely
8/10/2016,999,4,42 27.8694 N    121 57.5154 W::8/10/16 at 21:44:42 (UTC),10T,5.86E+05,4.70E+06,1268.2 M,,,dead,dead,Williamson River,,Williamson River Mouth of williamson by tel station and dead willows,290,10,N,22,131,,23.2,1,Shoreline Substrate,,
8/18/2016,999,8,,,,,,,,dead,dead,Williamson River,,Williamson River Mouth of williamson,290,10,N,23.6,145,,21,1,Shoreline Bull Rush,,
8/23/2016,999,8,42 28.0840 N    121 57.4327 W::8/23/16 at 18:54:26 (UTC),10,5.86E+05,4.70E+06,1248.9 M,,,dead,dead,Williamson River,,Williamson River Mouth,290,10,N,22,154,,17.2,2.2,Open Water Submergent Vegetatio,,
9/1/2016,999,4,,,,,,,,dead,dead,Williamson River,,Williamson River 100m up from mouth,290,10,Y,20.4,,,16,0.6,,,zombie
9/7/2016,999,9,42 28.0332 N    121 57.4599 W::9/7/16 at 17:47:26 (UTC),10T,5.86E+05,4.70E+06,1222.1 M,,,dead,dead,Williamson River,,Williamson River Willows by mouth,290,10,N,18,150,,13,3,,,
10/28/2016,999,2,,,,,,,,dead,dead,Williamson River,,Williamson River Near mouth,290,10,Y,13.2,,,,,,,
11/2/2016,999,3,,,,,,,,dead,dead,Williamson River,,Williamson River Mouth,290,10,N,10,,,,,,,Mort or tag loss
11/9/2016,999,14,,,,,,,,dead,dead,Upper Klamath Lake,,Upper Klamath Lake Mouth of williamson north side,290,10,N,14,,,,,,,Recovered tag
3/7/2018,William Tinniswood,5,,,,,,,,junk,junk,UKL,Central: Shoalwater Bay,Shoalwater Marsh,290,10,,1.2,,,,,,,could not get to code out activity. Skeptical of data
4/14/2017,NH,10,,,,,,,,release,release,UKL,,Shoalwater Bay,290,10.5,Y,,,,,,,,release site
4/19/2017,NH,13,,,,,,42.41933,-121.94767,lake,lake,,,in flight,290,10.5,,,,,,,,,
5/25/2017,STATION,5,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,290,10.5,Y,13.2,139,,,,,,"1223 detections, temp ranged 11.6-18.0"
5/27/2017,STATION,4,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,290,10.5,Y,15.6,90,,,,,,"300 detections, temp ranged 13.2-16.4"
5/28/2017,STATION,7,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,290,10.5,Y,14.8,93,,,,,,"127 detections, temp ranged 14.8-17.2"
5/31/2017,William Tinniswood,3,,,,,,,,lake,lake,Agency L,,Near old ryans house east shoreline,290,10.5,Y,19.6,183,74,19.4,,Near shore,,
6/8/2017,NH,1,,,,,,,,lake,lake,Agency L,,chiloquin rd/422 and modoc pt rd--SW agency,290,10.5,,16.4,67,,,,,,
6/21/2017,STATION,4,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,290,10.5,Y,18.8,68,,,,,,"20 detections, temp ranged 18.0-21.2"
6/28/2017,NH,10,,,,,,42.57506,-121.94177,trib,wood delta,Agency L,Mainstem: Delta,W mouth of wood,290,10.5,Y,18,62,75,25.2,0.8,open water algae,,
7/10/2017,Jordan Ortega,7,42 34.4605 N    121 56.5113 W::7/10/17 at 19:56:13 (UTC),10T,5.87E+05,4.71E+06,1263.1 M,42.574345 N,121.941857 W,trib,wood delta,Agency L,Wood R Delta,Western end of delta,290,10.5,Y,15.6,124,54,27.6,0.8,,,Temp range 15.6-17.2 celsius
7/24/2017,Jordan Ortega,26,,,,,,,,trib,wood delta,Agency L,,Offshore s of e wood mouth,290,10.5,Y,23.6,140,71,27.3,1.2,,,Varied 22.0-23.6
8/17/2017,Nick Hahlbeck,5,,,,,,,,trib,wood delta,Agency L,Wood R Delta,,290,10.5,Y,13.2,68,70,21,1.5,,,
8/18/2017,STATION,6,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,290,10.5,Y,14,45,,,,,,"10 detections, temp ranged 14.0-14.8"
8/22/2017,STATION,6,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,290,10.5,Y,14,58,,,,,,"9 detections, temp ranged 14.0-16.4"
8/27/2017,STATION,6,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,290,10.5,Y,14,50,,,,,,"36 detections, temp ranged 13.2-15.6"
9/2/2017,STATION,7,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,290,10.5,Y,15.6,48,,,,,,6 detections
9/6/2017,STATION,14,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,290,10.5,Y,14.8,50,,,,,,4 detections
9/6/2017,STATION,15,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,290,10.5,Y,12.4,71,,,,,,"34 detections, temp ranged  9.2-19.6"
9/13/2017,STATION,7,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,290,10.5,Y,11.6,51,,,,,,"28 detections, temp ranged 11.6-12.4"
9/14/2017,STATION,7,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,290,10.5,Y,11.6,57,,,,,,"28 detections, temp ranged 10.0-17.2"
9/17/2017,STATION,4,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,290,10.5,Y,9.2,54,,,,,,"108 detections, temp ranged  8.4-10.8"
10/16/2017,JA,40,,,,,,,,lake,lake,,,in flight ukl N of williamson mouth,290,10.5,Y,,,,,,,,
11/15/2017,STATION,1,,,,,,,,trib,lower willy,Williamson R,Williamson Station,williamson station,290,10.5,Y,5.2,255,,,,,,"182 detections, temp ranged   4.4-6.8"
11/16/2017,USGS,,,,,,,,,trib,lower willy,Williamson R,,PIT Remote Weir Array04,290,10.5,,,,,,,,,this is new #10
11/18/2017,USGS,,,,,,,,,trib,sprague,Sprague R,,PIT Remote Sprague River Dam02,290,10.5,,,,,,,,,this is new #10
11/21/2017,William Tinniswood,10,,,,,,,,trib,sprague,Sprague R,Mainstem,near Hilda Springs rm 18,290,10.5,Y,6.8,,,,,,,
12/28/2017,William Tinniswood,8,,,,,,,,trib,beatty gap,Sprague R,Mainstem: Beatty Gap,,290,10.5,Y,,,,,,,,
12/29/2017,William Tinniswood,1,,,,,,,,trib,upper willy,Williamson R,Mainstem: Spring Ck to Sprague,Above Chiloquin Bridge at Wamplers,290,10.5,Y,,,,,,,,
5/3/2016,999,10,,,,,,,,release,release,Upper Klamath Lake,,Upper Klamath Lake Shoalwater Boat ramp,290,11,,,,,,,,,Release site
5/31/2016,999,15,,,,,,,,lake,lake,Upper Klamath Lake,,Upper Klamath Lake Eagle Ridge across from Bare Island,290,11,,16.4,,,21.4,,,,
6/6/2016,999,2,,,,,,,,trib,lower willy,Williamson River,,Williamson River Williamson River RM 1,290,11,,21,,,23.2,,,,Just above new mouth
6/7/2016,999,6,,,,,,,,trib,lower willy,Williamson River,,Williamson River Williamson River RM 1,290,11,,20.1,,,20.3,,,,Just above new mouth
6/7/2016,999,7,,,,,,,,trib,lower willy,Williamson River,,Williamson River Williamson River RM 2,290,11,,19.7,,,19.4,,,,Above TNC ramp
6/7/2016,STATION,3,,,,,,,,trib,lower willy,Williamson R,Williamson Station,williamson station,290,11,Y,21.8,255,,,,,,"412 detections, temp ranged 21.1-24.5, sensor configuration may be wrong"
6/8/2016,STATION,1,,,,,,,,trib,lower willy,Williamson R,Williamson Station,williamson station,290,11,Y,22.4,255,,,,,,"598 detections, temp ranged 20.4-25.8, sensor configuration may be wrong"
6/28/2016,999,7,,"42°28'24.2""N 121°57'23.5""W",,,,,,trib,lower willy,Williamson River,,Williamson River Mouth of williamson up the same finger south of the levy as the last fish (10) 0n 290,290,11,Y,18.6,212,,19.6,1.52,Open Water Submergent Vegetatio Pool,,pH 8.73 DO 9.32
6/29/2016,999,6,42 28.4433 N    121 57.3780 W::6/29/16 at 20:26:36 (UTC),10T,5.86E+05,4.70E+06,1261.1 M,,,trib,lower willy,Williamson River,,Williamson River At new mouth,290,11,Y,19.6,,,22.2,3.3,Open Water Submergent Vegetatio Pool,,
7/6/2016,999,3,42 28.2537 N    121 57.4153 W::7/6/16 at 18:47:35 (UTC),10T,5.86E+05,4.70E+06,1263.2 M,,,trib,lower willy,Williamson River,,Williamson River Downstream tnc boat ramp,290,11,Y,18,238,,18.71,2.1,Open Water Submergent Vegetatio,,pH 8.73 DO 9.45
7/7/2016,999,8,42 28.5874 N    121 57.3651 W::7/7/16 at 18:56:02 (UTC),10T,5.86E+05,4.70E+06,1276.7 M,,,trib,lower willy,Williamson River,,Williamson River Mouth of williamson,290,11,Y,18,253,,,3.7,Open Water Clear,,
7/13/2016,999,6,42 28.6145 N    121 57.3517 W::7/13/16 at 18:23:55 (UTC),10,5.86E+05,4.70E+06,1269.7 M,,,trib,lower willy,Williamson River,,Williamson River S of tnc ramp,290,11,Y,15.6,255,,,3.7,Open Water Clear,,
7/18/2016,999,5,42 28.5998 N    121 57.3509 W::7/18/16 at 18:25:43 (UTC),10T,5.86E+05,4.70E+06,1261.8 M,,,trib,lower willy,Williamson River,,Williamson River Mouth of williamson river,290,11,Y,18,255,,18.2,3.6,Open Water Submergent Vegetatio,,
7/18/2016,999,14,42 28.6281 N    121 57.3501 W::7/18/16 at 23:26:14 (UTC),10T,5.86E+05,4.70E+06,1283.6 M,,,trib,lower willy,Williamson River,,Williamson River,290,11,Y,18.8,240,,19.7,3.6,Open Water Submergent Vegetatio,,
7/25/2016,999,8,42 28.6168 N    121 57.3418 W::7/25/16 at 19:19:38 (UTC),10T,5.86E+05,4.70E+06,1241.8 M,,,trib,lower willy,Williamson River,,Williamson River Mouth of williamson,290,11,Y,18,255,,19.3,3.3,Open Water Submergent Vegetatio,,
8/2/2016,999,6,42 28.5915 N    121 57.3653 W::8/2/16 at 18:56:36 (UTC),10T,5.86E+05,4.70E+06,1248.7 M,,,trib,lower willy,Williamson River,,"Williamson River Towards mouth of williamson, down stream of nc boat ramp",290,11,Y,18.8,250,,18.9,2.2,Open Water Submergent Vegetatio,,
8/10/2016,999,5,42 28.6332 N    121 57.3568 W::8/10/16 at 21:50:23 (UTC),10T,5.86E+05,4.70E+06,1268.3 M,,,trib,lower willy,Williamson River,,Williamson River Mouth of williamson,290,11,Y,16.4,250,,19.5,2.5,Open Water Submergent Vegetatio,,
8/18/2016,999,7,42 28.5596 N    121 57.3878 W::8/18/16 at 19:06:43 (UTC),10T,5.86E+05,4.70E+06,1236.8 M,,,trib,lower willy,Williamson River,,Williamson River ;log\dead trees near mouth of williamson,290,11,Y,18.8,255,,18.5,2.8,Open Water Clear,,
8/23/2016,999,7,42 28.2218 N    121 57.4353 W::8/23/16 at 18:51:52 (UTC),10,5.86E+05,4.70E+06,1265.5 M,,,trib,lower willy,Williamson River,,Williamson River Mouth,290,11,Y,17.2,255,,17.2,2.4,Open Water Submergent Vegetatio,,
8/29/2016,999,6,,,,,,,,trib,lower willy,Williamson River,,Williamson River Downstream tnc boat ramp,290,11,Y,16.4,255,,15.6,2.1,Open Water Submergent Vegetatio,,
9/2/2016,STATION,1,,,,,,,,trib,lower willy,Williamson R,Williamson Station,williamson station,290,11,Y,14,200,,,,,,"79 detections, temp ranged 12.4-16.4"
9/4/2016,STATION,1,,,,,,,,trib,lower willy,Williamson R,Williamson Station,williamson station,290,11,Y,14,159,,,,,,"648 detections, temp ranged 11.6-18.8"
9/14/2016,999,2,42 24.9238 N    122 00.4879 W::9/14/16 at 19:51:51 (UTC),10T,5.82E+05,4.70E+06,1258.8 M,,,lake,lake,Upper Klamath Lake,,Upper Klamath Lake Ball bay. Ball point 5 pelicans,290,11,Y,15.6,,,15.6,3.1,Open Water Algae,,"Water looks good, green but lack of afa algae pH 8.38"
10/6/2016,999,5,,,586339,4697302,,,,lake,lake,Upper Klamath Lake,,Upper Klamath Lake Eagle Ridge closer to Shoalwater,290,11,Y,11.6,236,,11.77,5.6,,,pH 7.82 DO 7.11
11/2/2016,999,1,,,,,,,,trib,lower willy,Williamson River,,Williamson River Below tnc ramp,290,11,Y,7.6,,,7,,,,
11/15/2016,999,8,,,,,,,,trib,sprague,Sprague River,,Sprague River 3\4 mile downstream of kamkaun spring RM 23,290,11,Y,8.4,62,,,,,,
11/21/2016,999,3,42 36.6164 N    121 41.9989 W::11/21/16 at 20:49:06 (UTC),10T,6.07E+05,4.72E+06,1308.0 M,,,trib,sprague,Sprague River,,Sprague River,290,11,Y,6.8,42,,,,,,
11/30/2016,999,7,42 36.6137 N    121 41.9939 W::11/30/16 at 23:54:03 (UTC),10T,6.07E+05,4.72E+06,1311.3 M,,,trib,sprague,Sprague River,,Sprague River Likely Lalo Springs. Lb ranch,290,11,Y,4.4,,,,,,Lalo Springs,Lalo springs
12/2/2016,999,7,,,,,,,,trib,sprague,Sprague River,,Sprague River Kamkaun Springs rivermile 24,290,11,Y,,,,,,,,
12/2/2016,MW,19,,,,,,42.591075,-121.6883136,trib,sprague,,,in flight sprague below kamkaun,290,11,,,169,,,,,,
12/23/2016,999,8,42 28.0050 N    121 27.2303 W::12/23/16 at 22:34:16 (UTC),10T,6.27E+05,4.70E+06,1314.6 M,,,trib,sprague,Sprague River,,Sprague River At cherokee road off of drew`s road,290,11,Y,2.8,43,,,,,Sprague River,
12/28/2016,999,5,42 26.6595 N    121 13.6826 W::12/28/16 at 23:18:36 (UTC),10T,6.46E+05,4.70E+06,1320.6 M,,,trib,beatty gap,Sprague River,,Sprague River,290,11,Y,4.4,80,,,,,Sprague River (Beatty Gap),
1/19/2017,999,10,42 26.6102 N    121 13.5464 W::1/19/17 at 19:47:50 (UTC),10T,6.46E+05,4.70E+06,1326.7 M,,,trib,beatty gap,Sprague River,,Sprague River,290,11,Y,5.2,37,,,,,Sprague River (Beatty Gap),
1/24/2017,999,3,42 26.5999 N    121 13.5410 W::1/24/17 at 19:30:36 (UTC),10T,6.46E+05,4.70E+06,1329.8 M,,,trib,beatty gap,Sprague River,,Sprague River,290,11,Y,6,44,,,,,Sprague River (Beatty Gap),
1/30/2017,999,1,42 26.5102 N    121 14.9948 W::1/30/17 at 18:42:00 (UTC),10T,6.44E+05,4.70E+06,1319.1 M,,,trib,beatty gap,Sprague River,,Sprague River,290,11,Y,3.6,82,,,,,Sprague River (Beatty Gap),
2/8/2017,999,7,42 26.4614 N    121 13.3216 W::2/8/17 at 22:31:50 (UTC),10T,6.46E+05,4.70E+06,1353.5 M,,,trib,beatty gap,Sprague River,,Sprague River,290,11,Y,2,62,,,,,Sprague River (Beatty Gap),
2/13/2017,999,2,42 26.6232 N    121 13.5554 W::2/13/17 at 21:33:04 (UTC),10T,6.46E+05,4.70E+06,1304.9 M,,,trib,beatty gap,Sprague River,,Sprague River,290,11,Y,2.8,66,,,,,Sprague River (Beatty Gap),
2/21/2017,999,1,42 26.4920 N    121 13.4337 W::2/21/17 at 17:22:22 (UTC),10T,6.46E+05,4.70E+06,1273.7 M,,,trib,beatty gap,Sprague River,,Sprague River,290,11,Y,4.4,88,,,,,,
3/15/2017,999,3,42 26.4406 N    121 10.5012 W::3/15/17 at 18:59:02 (UTC),10T,6.50E+05,4.70E+06,1312.4 M,,,trib,beatty gap,Sprague River,,Sprague River Near oc and e bridge at upper end of gap,290,11,Y,6.8,72,,,,,Sprague River (Beatty Gap),
3/21/2017,999,1,42 26.4135 N    121 11.9855 W::3/21/17 at 17:45:42 (UTC),,6.48E+05,4.70E+06,1308.9 M,,,trib,beatty gap,Sprague River,,Sprague River,290,11,Y,6.8,90,,,,,Sprague River (Beatty Gap),
3/31/2017,999,6,42 26.4318 N    121 10.2880 W::3/31/17 at 22:41:40 (UTC),10T,6.50E+05,4.70E+06,1327.8 M,,,trib,beatty gap,Sprague River,,Sprague River Above beatty gap near oc and e bridge,290,11,Y,6.1,32,,,,,,
4/4/2017,999,1,,,,,,,,trib,beatty gap,Sprague River,,Sprague River Below beatty gap spawning area near huntingtons rm 78,290,11,Y,6.8,,,,,,,
4/4/2017,999,3,,,,,,,,trib,beatty gap,Sprague River,,Sprague River Gold spring rm 79,290,11,Y,6.8,,,,,,,Appeared to move upstream
4/19/2017,STATION,1,,,,,,,,trib,lower willy,Williamson R,Williamson Station,williamson station,290,11,Y,9.2,224,,,,,,"48 detections, temp ranged 8.4-12.4"
6/2/2017,Matt Wyatt,4,42 34.2475 N    121 52.7400 W::6/2/17 at 17:44:53 (UTC),10T,5.92E+05,4.71E+06,1267.5 M,42.570792 N,121.879000 W,trib,lower willy,Williamson R,,Below odfw boat ramp,290,11,Y,14.8,65,83,,,,,
9/17/2018,WT,15,,,,,,,,dead,dead,,,eagle ridge just north of log station approx 1 mi south of MDT station,290,11,N,,,,,,,,
5/3/2016,999,11,,,,,,,,release,release,Upper Klamath Lake,,Upper Klamath Lake Shoalwater Boat ramp,290,12,,,,,,,,,Release site
5/27/2016,999,1,,,,,,,,junk,junk,Williamson River,,Williamson River Williamson River USGS pit tag array??,290,12,,,,,,,,,
5/27/2016,USGS,,,,,,,,,junk,junk,Williamson R,,PIT Remote Weir Array04,290,12,,,,,,,,,
5/31/2016,999,16,,,,,,,,lake,lake,Upper Klamath Lake,,Upper Klamath Lake Eagle Ridge just past point of Bare Island,290,12,,18,,,21.4,,,,
6/30/2016,999,7,42 34.2324 N    121 52.7616 W::6/30/16 at 22:00:33 (UTC),10T,5.92E+05,4.71E+06,1260.4 M,,,trib,lower willy,Williamson River,,Williamson River Chiloquin boat ramp,290,12,Y,18.3,66,,16.9,,,,
7/1/2016,999,5,42 34.2440 N    121 52.7409 W::7/1/16 at 20:23:05 (UTC),10T,5.92E+05,4.71E+06,1265.4 M,,,trib,lower willy,Williamson River,,Williamson River ODFW Boat ramp,290,12,Y,14,,,,,,,
7/5/2016,999,9,,,,,,,,trib,lower willy,Williamson River,,Williamson River Chiloquin downstream of boat ramp,290,12,Y,17.6,98,,14,,,,
7/19/2016,999,10,42 34.2400 N    121 52.7450 W::7/19/16 at 17:54:07 (UTC),10,5.92E+05,4.71E+06,1262.8 M,,,trib,lower willy,Williamson River,,Williamson River Chil boat ramp,290,12,Y,12.4,149,,,,,,
7/26/2016,999,8,42 34.2515 N    121 52.7344 W::7/26/16 at 20:24:06 (UTC),10T,5.92E+05,4.71E+06,1274.2 M,,,trib,lower willy,Williamson River,,Williamson River Chiloquin boat ramp,290,12,Y,13.2,84,,15,,,,
7/28/2016,999,6,42 34.3010 N    121 52.7015 W::7/28/16 at 22:27:19 (UTC),10T,5.92E+50,4.71E+06,1649.5 M,,,trib,lower willy,Williamson River,,Williamson River Chiloquin boat ramp,290,12,Y,16.4,162,,,,Open Water Clear,,
8/3/2016,999,11,,,,,,,,trib,lower willy,Williamson River,,Williamson River Chil boat ramp,290,12,Y,9.9,146,,11.9,,Riffle,,Lotek would not read temp
8/8/2016,999,7,,,,,,42.4778883,-121.9531156,trib,lower willy,,,in flight williamson near mouth,290,12,,6.8,111,,,,,,
8/15/2016,999,10,42 34.2415 N    121 52.7505 W::8/15/16 at 17:34:56 (UTC),10T,5.92E+05,4.71E+06,---.-,,,trib,lower willy,Williamson River,,Williamson River Chiloquin boat ramp,290,12,Y,10.8,86,,12,,Riffle,,
9/1/2016,999,3,,,,,,,,trib,lower willy,Williamson River,,Williamson River 100m up from mouth,290,12,Y,14.8,,,14.1,1.4,,,
9/3/2016,STATION,2,,,,,,,,trib,lower willy,Williamson R,Williamson Station,williamson station,290,12,Y,14,255,,,,,,"165 detections, temp ranged 13.2-15.6"
9/7/2016,999,1,42 22.8667 N    121 55.5667 W,10T,,,,,,lake,lake,Upper Klamath Lake,,Upper Klamath Lake eagle ridge 200m past water quality station buoys,290,12,Y,16.4,,,18,13,,,
9/14/2016,999,11,42 23.5108 N    121 56.1362 W::9/14/16 at 21:04:56 (UTC),10T,5.88E+05,4.69E+06,1262.8 M,,,lake,lake,Upper Klamath Lake,,Upper Klamath Lake Eagle ridge offshore above algae harvesters barges,290,12,Y,16.4,,,19,13.4,Open Water Algae,,Fish finder showing lots of fish at all locations along eagle ridge
10/6/2016,999,2,,,590188,4692128,,,,lake,lake,Upper Klamath Lake,,Upper Klamath Lake Eagle Ridge/inline with Barge,290,12,Y,11.5,230,,11.58,4.3,,,pH 7.82 DO 7.83
10/20/2016,USGS,,,,,,,,,junk,junk,Sprague R,,PIT Remote Sprague River Dam05,290,12,,,,,,,,,
10/29/2016,STATION,1,,,,,,,,trib,pelican bay,Pelican Bay,Pelican Bay Station,pelican bay station,290,12,Y,7.6,255,,,,,,"temp ranged 4.4-10, 2 cycles of in and out movement in afternoon, 207 detections"
11/2/2016,999,2,,,,,,,,trib,lower willy,Williamson River,,Williamson River Near mouth and new,290,12,Y,6.8,,,7.7,,,,
12/2/2016,999,8,,,,,,,,lake,lake,Upper Klamath Lake,,Upper Klamath Lake Eagle Ridge,290,12,Y,,,,,,,,
12/21/2016,999,2,,,,,,,,trib,lower willy,Williamson River,,Williamson River Modoc point rd bridge,290,12,Y,2.8,53,,,,,,
2/8/2017,999,3,42 32.4127 N    121 53.1202 W::2/8/17 at 17:27:18 (UTC),10T,5.92E+05,4.71E+06,1301.8 M,,,trib,lower willy,Williamson River,,Williamson River Upstream of casino 1 mile,290,12,Y,2,40,,,,,,
2/21/2017,999,4,42 34.2357 N    121 52.7480 W::2/21/17 at 21:03:07 (UTC),10T,5.92E+05,4.71E+06,1277.4 M,,,trib,lower willy,Williamson River,,Williamson River At odfw boat ramp,290,12,Y,5.2,112,,,,,,
2/23/2017,999,6,42 34.2402 N    121 52.7446 W::2/23/17 at 23:45:53 (UTC),10T,5.92E+05,4.71E+06,1267.3 M,,,trib,lower willy,Williamson River,,Williamson River Odfw boat ramp,290,12,Y,5.2,68,,,,,,changed from 250 12 -NH
2/28/2017,999,7,,,,,,,,trib,lower willy,Williamson River,,Williamson River Odfw boat ramp,290,12,Y,5.2,,,,,,,
3/15/2017,999,4,42 37.7300 N    121 52.1557 W::3/15/17 at 22:11:38 (UTC),10T,5.93E+05,4.72E+06,1285.0 M,,,trib,upper willy,Williamson River,,Williamson River At camp drive,290,12,Y,7.6,190,,,,,,
3/21/2017,999,2,42 37.7283 N    121 52.1629 W::3/21/17 at 19:37:29 (UTC),,5.93E+05,4.72E+06,1266.4 M,,,trib,upper willy,Williamson River,,Williamson River Off camp rd,290,12,Y,7.6,90,,,,,,
3/23/2017,999,11,,,,,,,,trib,upper willy,Williamson River,,Williamson River Picnic hole below tuttle rm 16,290,12,Y,8.4,,,,,,,
4/6/2017,999,2,,,,,,,,dead,dead,Williamson River,,Williamson River Below tuttle pump,290,12,Y,14.2,,,,,,Williamson River Tuttle RM 16 2013 gravel,Recovered tag. Otter kill
5/3/2016,999,12,,,,,,,,release,release,Upper Klamath Lake,,Upper Klamath Lake Shoalwater Boat ramp,290,13,,,,,,,,,Release site
8/6/2016,999,4,42 33.3635 N    121 52.5852 W::8/6/16 at 16:22:30 (UTC),10,5.92E+05,4.71E+06,1262.7 M,,,trib,lower willy,Williamson River,,Williamson River Ken knight ramp,290,13,Y,13.2,50,,,,Pool,,
8/11/2016,999,11,42 33.4621 N    121 52.5541 W::8/11/16 at 18:48:36 (UTC),10T,5.92E+05,4.71E+06,1256.6 M,,,trib,lower willy,Williamson River,,Williamson River Downstream end of kenny knighhts property,290,13,Y,13.2,111,,13,,Open Water Clear,,
8/15/2016,999,18,42 33.4777 N    121 52.5853 W::8/15/16 at 18:34:03 (UTC),10T,5.92E+05,4.71E+06,1237.3 M,,,trib,lower willy,Williamson River,,Williamson River Ken knights boat ramp,290,13,Y,14,71,,13.9,,Open Water Clear,,
8/30/2016,USGS,,,,,,,,,trib,lower willy,Williamson R,,PIT Remote Weir Array06,290,13,,,,,,,,,
9/1/2016,999,5,,,,,,,,trib,pelican bay,Upper Klamath Lake,,Upper Klamath Lake fish banks,290,13,Y,16.4,,,19.3,1.2,,,
9/6/2016,999,1,42 27.2877 N    122 03.7388 W::9/6/16 at 19:49:32 (UTC),10T,5.77E+05,4.70E+06,1270.3 M,,,trib,pelican bay,Upper Klamath Lake,,Upper Klamath Lake Outside pelican bay in algae water side of transition zone,290,13,Y,14,160,,13.8,2,Open Water Algae,,Temp 11.6in bay 13.9 out
9/7/2016,STATION,1,,,,,,,,trib,pelican bay,Pelican Bay,Pelican Bay Station,pelican bay station,290,13,Y,11.6,162,,,,,,"temp ranged 6.8-15.6, 468 detections all on outward antenna during entire night"
9/14/2016,999,10,42 23.7173 N    121 56.3049 W::9/14/16 at 21:00:03 (UTC),10T,5.87E+05,4.69E+06,1259.6 M,,,lake,lake,Upper Klamath Lake,,Upper Klamath Lake Eagle ridge offshore,290,13,Y,16.4,,,18.8,13,Open Water Algae,,More algae at this location
10/6/2016,999,3,,,590188,4692128,,,,lake,lake,Upper Klamath Lake,,Upper Klamath Lake Eagle Ridge/inline with Barge,290,13,Y,11.5,200,,11.58,4.3,,,pH 7.82 DO 7.83
11/4/2016,999,4,,,,,,,,trib,sprague,Sprague River,,Sprague River Sprague River Just above last house above substation RM 7,290,13,Y,9.2,220,,,,,,
11/30/2016,999,3,42 26.5011 N    121 12.1379 W::11/30/16 at 20:03:57 (UTC),10T,6.48E+05,4.70E+06,1312.7 M,,,trib,beatty gap,Sprague River,,Sprague River Gold spring at 13.6 c,290,13,Y,6,,,,,Riffle,Sprague River (Beatty Gap),Likely actively spawning
12/2/2016,MW,20,,,,,,42.4425978,-121.2036131,trib,beatty gap,,,in flight beatty gap,290,13,,,126,,,,,,only 1 detection but likely given mobile tracking
12/12/2016,999,6,42 35.4635 N    121 42.2053 W::12/12/16 at 21:58:47 (UTC),10T,6.06E+05,4.72E+06,1268.7 M,,,trib,sprague,Sprague River,,Sprague River In sprague river near kamkaun,290,13,Y,10,84,,,,,Sprague River (Kamkaun Springs),
1/11/2017,999,7,42 35.4699 N    121 42.1672 W::1/11/17 at 22:54:48 (UTC),10T,6.06E+05,4.72E+06,1336.2 M,,,trib,sprague,Sprague River,,Sprague River,290,13,Y,10.8,78,,,,,Sprague River (Kamkaun Springs),
1/13/2017,999,3,42 36.4526 N    121 48.6515 W::1/13/17 at 23:46:23 (UTC),10T,5.98E+05,4.72E+06,1309.8 M,,,trib,sprague,Sprague River,,Sprague River Tribal office at Braymill RM 8,290,13,Y,10.4,160,,,,,,
